Jan-49, Canada, Alcoholic beverages, 2.257
May-02, Yellowknife Northwest Territories, Education and reading, 30.247
May-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jun-02, Canada, Education and reading, 2.247
Jun-02, Canada, Alcoholic beverages, 2.257
Jun-02, Newfoundland and Labrador, Education and reading, 3.247
Jun-02, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-02, Prince Edward Island, Education and reading, 5.247
Jun-02, Prince Edward Island, Alcoholic beverages, 5.257
Jun-02, Nova Scotia, Education and reading, 7.247
Jun-02, Nova Scotia, Alcoholic beverages, 7.257
Jun-02, New Brunswick, Education and reading, 9.247
Jun-02, New Brunswick, Alcoholic beverages, 9.257
Jun-02, Quebec, Education and reading, 11.247
Jun-02, Quebec, Alcoholic beverages, 11.257
Jun-02, Ontario, Education and reading, 14.247
Jun-02, Ontario, Alcoholic beverages, 14.257
Jun-02, Manitoba, Education and reading, 18.247
Jun-02, Manitoba, Alcoholic beverages, 18.257
Jun-02, Saskatchewan, Education and reading, 20.247
Jun-02, Saskatchewan, Alcoholic beverages, 20.257
Jun-02, Alberta, Education and reading, 23.247
Jun-02, Alberta, Alcoholic beverages, 23.257
Jun-02, British Columbia, Education and reading, 26.247
Jun-02, British Columbia, Alcoholic beverages, 26.257
Jun-02, Whitehorse Yukon, Education and reading, 29.247
Jun-02, Whitehorse Yukon, Alcoholic beverages, 29.257
Jun-02, Yellowknife Northwest Territories, Education and reading, 30.247
Jun-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jul-02, Canada, Education and reading, 2.247
Jul-02, Canada, Alcoholic beverages, 2.257
Jul-02, Newfoundland and Labrador, Education and reading, 3.247
Jul-02, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-02, Prince Edward Island, Education and reading, 5.247
Jul-02, Prince Edward Island, Alcoholic beverages, 5.257
Jul-02, Nova Scotia, Education and reading, 7.247
Jul-02, Nova Scotia, Alcoholic beverages, 7.257
Jul-02, New Brunswick, Education and reading, 9.247
Jul-02, New Brunswick, Alcoholic beverages, 9.257
Jul-02, Quebec, Education and reading, 11.247
Jul-02, Quebec, Alcoholic beverages, 11.257
Jul-02, Ontario, Education and reading, 14.247
Jul-02, Ontario, Alcoholic beverages, 14.257
Jul-02, Manitoba, Education and reading, 18.247
Jul-02, Manitoba, Alcoholic beverages, 18.257
Jul-02, Saskatchewan, Education and reading, 20.247
Jul-02, Saskatchewan, Alcoholic beverages, 20.257
Jul-02, Alberta, Education and reading, 23.247
Jul-02, Alberta, Alcoholic beverages, 23.257
Jul-02, British Columbia, Education and reading, 26.247
Jul-02, British Columbia, Alcoholic beverages, 26.257
Jul-02, Whitehorse Yukon, Education and reading, 29.247
Jul-02, Whitehorse Yukon, Alcoholic beverages, 29.257
Jul-02, Yellowknife Northwest Territories, Education and reading, 30.247
Jul-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Aug-02, Canada, Education and reading, 2.247
Aug-02, Canada, Alcoholic beverages, 2.257
Aug-02, Newfoundland and Labrador, Education and reading, 3.247
Aug-02, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-02, Prince Edward Island, Education and reading, 5.247
Aug-02, Prince Edward Island, Alcoholic beverages, 5.257
Aug-02, Nova Scotia, Education and reading, 7.247
Aug-02, Nova Scotia, Alcoholic beverages, 7.257
Aug-02, New Brunswick, Education and reading, 9.247
Aug-02, New Brunswick, Alcoholic beverages, 9.257
Aug-02, Quebec, Education and reading, 11.247
Aug-02, Quebec, Alcoholic beverages, 11.257
Aug-02, Ontario, Education and reading, 14.247
Aug-02, Ontario, Alcoholic beverages, 14.257
Aug-02, Manitoba, Education and reading, 18.247
Aug-02, Manitoba, Alcoholic beverages, 18.257
Aug-02, Saskatchewan, Education and reading, 20.247
Aug-02, Saskatchewan, Alcoholic beverages, 20.257
Aug-02, Alberta, Education and reading, 23.247
Aug-02, Alberta, Alcoholic beverages, 23.257
Aug-02, British Columbia, Education and reading, 26.247
Aug-02, British Columbia, Alcoholic beverages, 26.257
Aug-02, Whitehorse Yukon, Education and reading, 29.247
Aug-02, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-02, Yellowknife Northwest Territories, Education and reading, 30.247
Aug-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-02, Canada, Education and reading, 2.247
Sep-02, Canada, Alcoholic beverages, 2.257
Sep-02, Newfoundland and Labrador, Education and reading, 3.247
Sep-02, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-02, Prince Edward Island, Education and reading, 5.247
Sep-02, Prince Edward Island, Alcoholic beverages, 5.257
Sep-02, Nova Scotia, Education and reading, 7.247
Sep-02, Nova Scotia, Alcoholic beverages, 7.257
Sep-02, New Brunswick, Education and reading, 9.247
Sep-02, New Brunswick, Alcoholic beverages, 9.257
Sep-02, Quebec, Education and reading, 11.247
Sep-02, Quebec, Alcoholic beverages, 11.257
Sep-02, Ontario, Education and reading, 14.247
Sep-02, Ontario, Alcoholic beverages, 14.257
Sep-02, Manitoba, Education and reading, 18.247
Sep-02, Manitoba, Alcoholic beverages, 18.257
Sep-02, Saskatchewan, Education and reading, 20.247
Sep-02, Saskatchewan, Alcoholic beverages, 20.257
Sep-02, Alberta, Education and reading, 23.247
Sep-02, Alberta, Alcoholic beverages, 23.257
Sep-02, British Columbia, Education and reading, 26.247
Sep-02, British Columbia, Alcoholic beverages, 26.257
Sep-02, Whitehorse Yukon, Education and reading, 29.247
Sep-02, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-02, Yellowknife Northwest Territories, Education and reading, 30.247
Sep-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-02, Canada, Education and reading, 2.247
Oct-02, Canada, Alcoholic beverages, 2.257
Oct-02, Newfoundland and Labrador, Education and reading, 3.247
Oct-02, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-02, Prince Edward Island, Education and reading, 5.247
Oct-02, Prince Edward Island, Alcoholic beverages, 5.257
Oct-02, Nova Scotia, Education and reading, 7.247
Oct-02, Nova Scotia, Alcoholic beverages, 7.257
Oct-02, New Brunswick, Education and reading, 9.247
Oct-02, New Brunswick, Alcoholic beverages, 9.257
Oct-02, Quebec, Education and reading, 11.247
Oct-02, Quebec, Alcoholic beverages, 11.257
Oct-02, Ontario, Education and reading, 14.247
Oct-02, Ontario, Alcoholic beverages, 14.257
Oct-02, Manitoba, Education and reading, 18.247
Oct-02, Manitoba, Alcoholic beverages, 18.257
Oct-02, Saskatchewan, Education and reading, 20.247
Oct-02, Saskatchewan, Alcoholic beverages, 20.257
Oct-02, Alberta, Education and reading, 23.247
Oct-02, Alberta, Alcoholic beverages, 23.257
Oct-02, British Columbia, Education and reading, 26.247
Oct-02, British Columbia, Alcoholic beverages, 26.257
Oct-02, Whitehorse Yukon, Education and reading, 29.247
Oct-02, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-02, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-02, Canada, Education and reading, 2.247
Nov-02, Canada, Alcoholic beverages, 2.257
Nov-02, Newfoundland and Labrador, Education and reading, 3.247
Nov-02, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-02, Prince Edward Island, Education and reading, 5.247
Nov-02, Prince Edward Island, Alcoholic beverages, 5.257
Nov-02, Nova Scotia, Education and reading, 7.247
Nov-02, Nova Scotia, Alcoholic beverages, 7.257
Nov-02, New Brunswick, Education and reading, 9.247
Nov-02, New Brunswick, Alcoholic beverages, 9.257
Nov-02, Quebec, Education and reading, 11.247
Nov-02, Quebec, Alcoholic beverages, 11.257
Nov-02, Ontario, Education and reading, 14.247
Nov-02, Ontario, Alcoholic beverages, 14.257
Nov-02, Manitoba, Education and reading, 18.247
Nov-02, Manitoba, Alcoholic beverages, 18.257
Nov-02, Saskatchewan, Education and reading, 20.247
Nov-02, Saskatchewan, Alcoholic beverages, 20.257
Nov-02, Alberta, Education and reading, 23.247
Nov-02, Alberta, Alcoholic beverages, 23.257
Nov-02, British Columbia, Education and reading, 26.247
Nov-02, British Columbia, Alcoholic beverages, 26.257
Nov-02, Whitehorse Yukon, Education and reading, 29.247
Nov-02, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-02, Yellowknife Northwest Territories, Education and reading, 30.247
Nov-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-02, Canada, Education and reading, 2.247
Dec-02, Canada, Alcoholic beverages, 2.257
Dec-02, Newfoundland and Labrador, Education and reading, 3.247
Dec-02, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-02, Prince Edward Island, Education and reading, 5.247
Dec-02, Prince Edward Island, Alcoholic beverages, 5.257
Dec-02, Nova Scotia, Education and reading, 7.247
Dec-02, Nova Scotia, Alcoholic beverages, 7.257
Dec-02, New Brunswick, Education and reading, 9.247
Dec-02, New Brunswick, Alcoholic beverages, 9.257
Dec-02, Quebec, Education and reading, 11.247
Dec-02, Quebec, Alcoholic beverages, 11.257
Dec-02, Ontario, Education and reading, 14.247
Dec-02, Ontario, Alcoholic beverages, 14.257
Dec-02, Manitoba, Education and reading, 18.247
Dec-02, Manitoba, Alcoholic beverages, 18.257
Dec-02, Saskatchewan, Education and reading, 20.247
Dec-02, Saskatchewan, Alcoholic beverages, 20.257
Dec-02, Alberta, Education and reading, 23.247
Dec-02, Alberta, Alcoholic beverages, 23.257
Dec-02, British Columbia, Education and reading, 26.247
Dec-02, British Columbia, Alcoholic beverages, 26.257
Dec-02, Whitehorse Yukon, Education and reading, 29.247
Dec-02, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-02, Yellowknife Northwest Territories, Education and reading, 30.247
Dec-02, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-03, Canada, Education and reading, 2.247
Jan-03, Canada, Alcoholic beverages, 2.257
Jan-03, Newfoundland and Labrador, Education and reading, 3.247
Jan-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-03, Prince Edward Island, Education and reading, 5.247
Jan-03, Prince Edward Island, Alcoholic beverages, 5.257
Jan-03, Nova Scotia, Education and reading, 7.247
Jan-03, Nova Scotia, Alcoholic beverages, 7.257
Jan-03, New Brunswick, Education and reading, 9.247
Jan-03, New Brunswick, Alcoholic beverages, 9.257
Jan-03, Quebec, Education and reading, 11.247
Jan-03, Quebec, Alcoholic beverages, 11.257
Jan-03, Ontario, Education and reading, 14.247
Jan-03, Ontario, Alcoholic beverages, 14.257
Jan-03, Manitoba, Education and reading, 18.247
Jan-03, Manitoba, Alcoholic beverages, 18.257
Jan-03, Saskatchewan, Education and reading, 20.247
Jan-03, Saskatchewan, Alcoholic beverages, 20.257
Jan-03, Alberta, Education and reading, 23.247
Jan-03, Alberta, Alcoholic beverages, 23.257
Jan-03, British Columbia, Education and reading, 26.247
Jan-03, British Columbia, Alcoholic beverages, 26.257
Jan-03, Whitehorse Yukon, Education and reading, 29.247
Jan-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Jan-03, Yellowknife Northwest Territories, Education and reading, 30.247
Jan-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Feb-03, Canada, Education and reading, 2.247
Feb-03, Canada, Alcoholic beverages, 2.257
Feb-03, Newfoundland and Labrador, Education and reading, 3.247
Feb-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-03, Prince Edward Island, Education and reading, 5.247
Feb-03, Prince Edward Island, Alcoholic beverages, 5.257
Feb-03, Nova Scotia, Education and reading, 7.247
Feb-03, Nova Scotia, Alcoholic beverages, 7.257
Feb-03, New Brunswick, Education and reading, 9.247
Feb-03, New Brunswick, Alcoholic beverages, 9.257
Feb-03, Quebec, Education and reading, 11.247
Feb-03, Quebec, Alcoholic beverages, 11.257
Feb-03, Ontario, Education and reading, 14.247
Feb-03, Ontario, Alcoholic beverages, 14.257
Feb-03, Manitoba, Education and reading, 18.247
Feb-03, Manitoba, Alcoholic beverages, 18.257
Feb-03, Saskatchewan, Education and reading, 20.247
Feb-03, Saskatchewan, Alcoholic beverages, 20.257
Feb-03, Alberta, Education and reading, 23.247
Feb-03, Alberta, Alcoholic beverages, 23.257
Feb-03, British Columbia, Education and reading, 26.247
Feb-03, British Columbia, Alcoholic beverages, 26.257
Feb-03, Whitehorse Yukon, Education and reading, 29.247
Feb-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Feb-03, Yellowknife Northwest Territories, Education and reading, 30.247
Feb-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Mar-03, Canada, Education and reading, 2.247
Mar-03, Canada, Alcoholic beverages, 2.257
Mar-03, Newfoundland and Labrador, Education and reading, 3.247
Mar-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-03, Prince Edward Island, Education and reading, 5.247
Mar-03, Prince Edward Island, Alcoholic beverages, 5.257
Mar-03, Nova Scotia, Education and reading, 7.247
Mar-03, Nova Scotia, Alcoholic beverages, 7.257
Mar-03, New Brunswick, Education and reading, 9.247
Mar-03, New Brunswick, Alcoholic beverages, 9.257
Mar-03, Quebec, Education and reading, 11.247
Mar-03, Quebec, Alcoholic beverages, 11.257
Mar-03, Ontario, Education and reading, 14.247
Mar-03, Ontario, Alcoholic beverages, 14.257
Mar-03, Manitoba, Education and reading, 18.247
Mar-03, Manitoba, Alcoholic beverages, 18.257
Mar-03, Saskatchewan, Education and reading, 20.247
Mar-03, Saskatchewan, Alcoholic beverages, 20.257
Mar-03, Alberta, Education and reading, 23.247
Mar-03, Alberta, Alcoholic beverages, 23.257
Mar-03, British Columbia, Education and reading, 26.247
Mar-03, British Columbia, Alcoholic beverages, 26.257
Mar-03, Whitehorse Yukon, Education and reading, 29.247
Mar-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Mar-03, Yellowknife Northwest Territories, Education and reading, 30.247
Mar-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Apr-03, Canada, Education and reading, 2.247
Apr-03, Canada, Alcoholic beverages, 2.257
Apr-03, Newfoundland and Labrador, Education and reading, 3.247
Apr-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-03, Prince Edward Island, Education and reading, 5.247
Apr-03, Prince Edward Island, Alcoholic beverages, 5.257
Apr-03, Nova Scotia, Education and reading, 7.247
Apr-03, Nova Scotia, Alcoholic beverages, 7.257
Apr-03, New Brunswick, Education and reading, 9.247
Apr-03, New Brunswick, Alcoholic beverages, 9.257
Apr-03, Quebec, Education and reading, 11.247
Apr-03, Quebec, Alcoholic beverages, 11.257
Apr-03, Ontario, Education and reading, 14.247
Apr-03, Ontario, Alcoholic beverages, 14.257
Apr-03, Manitoba, Education and reading, 18.247
Apr-03, Manitoba, Alcoholic beverages, 18.257
Apr-03, Saskatchewan, Education and reading, 20.247
Apr-03, Saskatchewan, Alcoholic beverages, 20.257
Apr-03, Alberta, Education and reading, 23.247
Apr-03, Alberta, Alcoholic beverages, 23.257
Apr-03, British Columbia, Education and reading, 26.247
Apr-03, British Columbia, Alcoholic beverages, 26.257
Apr-03, Whitehorse Yukon, Education and reading, 29.247
Apr-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Apr-03, Yellowknife Northwest Territories, Education and reading, 30.247
Apr-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
May-03, Canada, Education and reading, 2.247
May-03, Canada, Alcoholic beverages, 2.257
May-03, Newfoundland and Labrador, Education and reading, 3.247
May-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-03, Prince Edward Island, Education and reading, 5.247
May-03, Prince Edward Island, Alcoholic beverages, 5.257
May-03, Nova Scotia, Education and reading, 7.247
May-03, Nova Scotia, Alcoholic beverages, 7.257
May-03, New Brunswick, Education and reading, 9.247
May-03, New Brunswick, Alcoholic beverages, 9.257
May-03, Quebec, Education and reading, 11.247
May-03, Quebec, Alcoholic beverages, 11.257
May-03, Ontario, Education and reading, 14.247
May-03, Ontario, Alcoholic beverages, 14.257
May-03, Manitoba, Education and reading, 18.247
May-03, Manitoba, Alcoholic beverages, 18.257
May-03, Saskatchewan, Education and reading, 20.247
May-03, Saskatchewan, Alcoholic beverages, 20.257
May-03, Alberta, Education and reading, 23.247
May-03, Alberta, Alcoholic beverages, 23.257
May-03, British Columbia, Education and reading, 26.247
May-03, British Columbia, Alcoholic beverages, 26.257
May-03, Whitehorse Yukon, Education and reading, 29.247
May-03, Whitehorse Yukon, Alcoholic beverages, 29.257
May-03, Yellowknife Northwest Territories, Education and reading, 30.247
May-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jun-03, Canada, Education and reading, 2.247
Jun-03, Canada, Alcoholic beverages, 2.257
Jun-03, Newfoundland and Labrador, Education and reading, 3.247
Jun-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-03, Prince Edward Island, Education and reading, 5.247
Jun-03, Prince Edward Island, Alcoholic beverages, 5.257
Jun-03, Nova Scotia, Education and reading, 7.247
Jun-03, Nova Scotia, Alcoholic beverages, 7.257
Jun-03, New Brunswick, Education and reading, 9.247
Jun-03, New Brunswick, Alcoholic beverages, 9.257
Jun-03, Quebec, Education and reading, 11.247
Jun-03, Quebec, Alcoholic beverages, 11.257
Jun-03, Ontario, Education and reading, 14.247
Jun-03, Ontario, Alcoholic beverages, 14.257
Jun-03, Manitoba, Education and reading, 18.247
Jun-03, Manitoba, Alcoholic beverages, 18.257
Jun-03, Saskatchewan, Education and reading, 20.247
Jun-03, Saskatchewan, Alcoholic beverages, 20.257
Jun-03, Alberta, Education and reading, 23.247
Jun-03, Alberta, Alcoholic beverages, 23.257
Jun-03, British Columbia, Education and reading, 26.247
Jun-03, British Columbia, Alcoholic beverages, 26.257
Jun-03, Whitehorse Yukon, Education and reading, 29.247
Jun-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Jun-03, Yellowknife Northwest Territories, Education and reading, 30.247
Jun-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jul-03, Canada, Education and reading, 2.247
Jul-03, Canada, Alcoholic beverages, 2.257
Jul-03, Newfoundland and Labrador, Education and reading, 3.247
Jul-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-03, Prince Edward Island, Education and reading, 5.247
Jul-03, Prince Edward Island, Alcoholic beverages, 5.257
Jul-03, Nova Scotia, Education and reading, 7.247
Jul-03, Nova Scotia, Alcoholic beverages, 7.257
Jul-03, New Brunswick, Education and reading, 9.247
Jul-03, New Brunswick, Alcoholic beverages, 9.257
Jul-03, Quebec, Education and reading, 11.247
Jul-03, Quebec, Alcoholic beverages, 11.257
Jul-03, Ontario, Education and reading, 14.247
Jul-03, Ontario, Alcoholic beverages, 14.257
Jul-03, Manitoba, Education and reading, 18.247
Jul-03, Manitoba, Alcoholic beverages, 18.257
Jul-03, Saskatchewan, Education and reading, 20.247
Jul-03, Saskatchewan, Alcoholic beverages, 20.257
Jul-03, Alberta, Education and reading, 23.247
Jul-03, Alberta, Alcoholic beverages, 23.257
Jul-03, British Columbia, Education and reading, 26.247
Jul-03, British Columbia, Alcoholic beverages, 26.257
Jul-03, Whitehorse Yukon, Education and reading, 29.247
Jul-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Jul-03, Yellowknife Northwest Territories, Education and reading, 30.247
Jul-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Aug-03, Canada, Education and reading, 2.247
Aug-03, Canada, Alcoholic beverages, 2.257
Aug-03, Newfoundland and Labrador, Education and reading, 3.247
Aug-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-03, Prince Edward Island, Education and reading, 5.247
Aug-03, Prince Edward Island, Alcoholic beverages, 5.257
Aug-03, Nova Scotia, Education and reading, 7.247
Aug-03, Nova Scotia, Alcoholic beverages, 7.257
Aug-03, New Brunswick, Education and reading, 9.247
Aug-03, New Brunswick, Alcoholic beverages, 9.257
Aug-03, Quebec, Education and reading, 11.247
Aug-03, Quebec, Alcoholic beverages, 11.257
Aug-03, Ontario, Education and reading, 14.247
Aug-03, Ontario, Alcoholic beverages, 14.257
Aug-03, Manitoba, Education and reading, 18.247
Aug-03, Manitoba, Alcoholic beverages, 18.257
Aug-03, Saskatchewan, Education and reading, 20.247
Aug-03, Saskatchewan, Alcoholic beverages, 20.257
Aug-03, Alberta, Education and reading, 23.247
Aug-03, Alberta, Alcoholic beverages, 23.257
Aug-03, British Columbia, Education and reading, 26.247
Aug-03, British Columbia, Alcoholic beverages, 26.257
Aug-03, Whitehorse Yukon, Education and reading, 29.247
Aug-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-03, Yellowknife Northwest Territories, Education and reading, 30.247
Aug-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-03, Canada, Education and reading, 2.247
Sep-03, Canada, Alcoholic beverages, 2.257
Sep-03, Newfoundland and Labrador, Education and reading, 3.247
Sep-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-03, Prince Edward Island, Education and reading, 5.247
Sep-03, Prince Edward Island, Alcoholic beverages, 5.257
Sep-03, Nova Scotia, Education and reading, 7.247
Sep-03, Nova Scotia, Alcoholic beverages, 7.257
Sep-03, New Brunswick, Education and reading, 9.247
Sep-03, New Brunswick, Alcoholic beverages, 9.257
Sep-03, Quebec, Education and reading, 11.247
Sep-03, Quebec, Alcoholic beverages, 11.257
Sep-03, Ontario, Education and reading, 14.247
Sep-03, Ontario, Alcoholic beverages, 14.257
Sep-03, Manitoba, Education and reading, 18.247
Sep-03, Manitoba, Alcoholic beverages, 18.257
Sep-03, Saskatchewan, Education and reading, 20.247
Sep-03, Saskatchewan, Alcoholic beverages, 20.257
Sep-03, Alberta, Education and reading, 23.247
Sep-03, Alberta, Alcoholic beverages, 23.257
Sep-03, British Columbia, Education and reading, 26.247
Sep-03, British Columbia, Alcoholic beverages, 26.257
Sep-03, Whitehorse Yukon, Education and reading, 29.247
Sep-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-03, Yellowknife Northwest Territories, Education and reading, 30.247
Sep-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-03, Canada, Education and reading, 2.247
Oct-03, Canada, Alcoholic beverages, 2.257
Oct-03, Newfoundland and Labrador, Education and reading, 3.247
Oct-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-03, Prince Edward Island, Education and reading, 5.247
Oct-03, Prince Edward Island, Alcoholic beverages, 5.257
Oct-03, Nova Scotia, Education and reading, 7.247
Oct-03, Nova Scotia, Alcoholic beverages, 7.257
Oct-03, New Brunswick, Education and reading, 9.247
Oct-03, New Brunswick, Alcoholic beverages, 9.257
Oct-03, Quebec, Education and reading, 11.247
Oct-03, Quebec, Alcoholic beverages, 11.257
Oct-03, Ontario, Education and reading, 14.247
Oct-03, Ontario, Alcoholic beverages, 14.257
Oct-03, Manitoba, Education and reading, 18.247
Oct-03, Manitoba, Alcoholic beverages, 18.257
Oct-03, Saskatchewan, Education and reading, 20.247
Oct-03, Saskatchewan, Alcoholic beverages, 20.257
Oct-03, Alberta, Education and reading, 23.247
Oct-03, Alberta, Alcoholic beverages, 23.257
Oct-03, British Columbia, Education and reading, 26.247
Oct-03, British Columbia, Alcoholic beverages, 26.257
Oct-03, Whitehorse Yukon, Education and reading, 29.247
Oct-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-03, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-03, Canada, Education and reading, 2.247
Nov-03, Canada, Alcoholic beverages, 2.257
Nov-03, Newfoundland and Labrador, Education and reading, 3.247
Nov-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-03, Prince Edward Island, Education and reading, 5.247
Nov-03, Prince Edward Island, Alcoholic beverages, 5.257
Nov-03, Nova Scotia, Education and reading, 7.247
Nov-03, Nova Scotia, Alcoholic beverages, 7.257
Nov-03, New Brunswick, Education and reading, 9.247
Nov-03, New Brunswick, Alcoholic beverages, 9.257
Nov-03, Quebec, Education and reading, 11.247
Nov-03, Quebec, Alcoholic beverages, 11.257
Nov-03, Ontario, Education and reading, 14.247
Nov-03, Ontario, Alcoholic beverages, 14.257
Nov-03, Manitoba, Education and reading, 18.247
Nov-03, Manitoba, Alcoholic beverages, 18.257
Nov-03, Saskatchewan, Education and reading, 20.247
Nov-03, Saskatchewan, Alcoholic beverages, 20.257
Nov-03, Alberta, Education and reading, 23.247
Nov-03, Alberta, Alcoholic beverages, 23.257
Nov-03, British Columbia, Education and reading, 26.247
Nov-03, British Columbia, Alcoholic beverages, 26.257
Nov-03, Whitehorse Yukon, Education and reading, 29.247
Nov-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-03, Yellowknife Northwest Territories, Education and reading, 30.247
Nov-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-03, Canada, Education and reading, 2.247
Dec-03, Canada, Alcoholic beverages, 2.257
Dec-03, Newfoundland and Labrador, Education and reading, 3.247
Dec-03, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-03, Prince Edward Island, Education and reading, 5.247
Dec-03, Prince Edward Island, Alcoholic beverages, 5.257
Dec-03, Nova Scotia, Education and reading, 7.247
Dec-03, Nova Scotia, Alcoholic beverages, 7.257
Dec-03, New Brunswick, Education and reading, 9.247
Dec-03, New Brunswick, Alcoholic beverages, 9.257
Dec-03, Quebec, Education and reading, 11.247
Dec-03, Quebec, Alcoholic beverages, 11.257
Dec-03, Ontario, Education and reading, 14.247
Dec-03, Ontario, Alcoholic beverages, 14.257
Dec-03, Manitoba, Education and reading, 18.247
Dec-03, Manitoba, Alcoholic beverages, 18.257
Dec-03, Saskatchewan, Education and reading, 20.247
Dec-03, Saskatchewan, Alcoholic beverages, 20.257
Dec-03, Alberta, Education and reading, 23.247
Dec-03, Alberta, Alcoholic beverages, 23.257
Dec-03, British Columbia, Education and reading, 26.247
Dec-03, British Columbia, Alcoholic beverages, 26.257
Dec-03, Whitehorse Yukon, Education and reading, 29.247
Dec-03, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-03, Yellowknife Northwest Territories, Education and reading, 30.247
Dec-03, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-04, Canada, Education and reading, 2.247
Jan-04, Canada, Alcoholic beverages, 2.257
Jan-04, Newfoundland and Labrador, Education and reading, 3.247
Jan-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-04, Prince Edward Island, Education and reading, 5.247
Jan-04, Prince Edward Island, Alcoholic beverages, 5.257
Jan-04, Nova Scotia, Education and reading, 7.247
Jan-04, Nova Scotia, Alcoholic beverages, 7.257
Jan-04, New Brunswick, Education and reading, 9.247
Jan-04, New Brunswick, Alcoholic beverages, 9.257
Jan-04, Quebec, Education and reading, 11.247
Jan-04, Quebec, Alcoholic beverages, 11.257
Jan-04, Ontario, Education and reading, 14.247
Jan-04, Ontario, Alcoholic beverages, 14.257
Jan-04, Manitoba, Education and reading, 18.247
Jan-04, Manitoba, Alcoholic beverages, 18.257
Jan-04, Saskatchewan, Education and reading, 20.247
Jan-04, Saskatchewan, Alcoholic beverages, 20.257
Jan-04, Alberta, Education and reading, 23.247
Jan-04, Alberta, Alcoholic beverages, 23.257
Jan-04, British Columbia, Education and reading, 26.247
Jan-04, British Columbia, Alcoholic beverages, 26.257
Jan-04, Whitehorse Yukon, Education and reading, 29.247
Jan-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Jan-04, Yellowknife Northwest Territories, Education and reading, 30.247
Jan-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Feb-04, Canada, Education and reading, 2.247
Feb-04, Canada, Alcoholic beverages, 2.257
Feb-04, Newfoundland and Labrador, Education and reading, 3.247
