Jan-49, Canada, Rented accommodation,2.8
Nov-93, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Nov-93, Nova Scotia, Rented accommodation,7.8
Nov-93, Nova Scotia, Owned accommodation,7.84
Nov-93, Halifax Nova Scotia, Rented accommodation,8.8
Nov-93, Halifax Nova Scotia, Owned accommodation,8.84
Nov-93, New Brunswick, Rented accommodation,9.8
Nov-93, New Brunswick, Owned accommodation,9.84
Nov-93, Saint John New Brunswick, Rented accommodation,10.8
Nov-93, Saint John New Brunswick, Owned accommodation,10.84
Nov-93, Quebec, Rented accommodation,11.8
Nov-93, Quebec, Owned accommodation,11.84
Nov-93, Québec Quebec, Rented accommodation,12.8
Nov-93, Québec Quebec, Owned accommodation,12.84
Nov-93, Montréal Quebec, Rented accommodation,13.8
Nov-93, Montréal Quebec, Owned accommodation,13.84
Nov-93, Ontario, Rented accommodation,14.8
Nov-93, Ontario, Owned accommodation,14.84
Nov-93, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Nov-93, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Nov-93, Toronto Ontario, Rented accommodation,16.8
Nov-93, Toronto Ontario, Owned accommodation,16.84
Nov-93, Thunder Bay Ontario, Rented accommodation,17.8
Nov-93, Thunder Bay Ontario, Owned accommodation,17.84
Nov-93, Manitoba, Rented accommodation,18.8
Nov-93, Manitoba, Owned accommodation,18.84
Nov-93, Winnipeg Manitoba, Rented accommodation,19.8
Nov-93, Winnipeg Manitoba, Owned accommodation,19.84
Nov-93, Saskatchewan, Rented accommodation,20.8
Nov-93, Saskatchewan, Owned accommodation,20.84
Nov-93, Regina Saskatchewan, Rented accommodation,21.8
Nov-93, Regina Saskatchewan, Owned accommodation,21.84
Nov-93, Saskatoon Saskatchewan, Rented accommodation,22.8
Nov-93, Saskatoon Saskatchewan, Owned accommodation,22.84
Nov-93, Alberta, Rented accommodation,23.8
Nov-93, Alberta, Owned accommodation,23.84
Nov-93, Edmonton Alberta, Rented accommodation,24.8
Nov-93, Edmonton Alberta, Owned accommodation,24.84
Nov-93, Calgary Alberta, Rented accommodation,25.8
Nov-93, Calgary Alberta, Owned accommodation,25.84
Nov-93, British Columbia, Rented accommodation,26.8
Nov-93, British Columbia, Owned accommodation,26.84
Nov-93, Vancouver British Columbia, Rented accommodation,27.8
Nov-93, Vancouver British Columbia, Owned accommodation,27.84
Nov-93, Victoria British Columbia, Rented accommodation,28.8
Nov-93, Victoria British Columbia, Owned accommodation,28.84
Dec-93, Canada, Rented accommodation,2.8
Dec-93, Canada, Owned accommodation,2.84
Dec-93, Newfoundland and Labrador, Rented accommodation,3.8
Dec-93, Newfoundland and Labrador, Owned accommodation,3.84
Dec-93, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Dec-93, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Dec-93, Prince Edward Island, Rented accommodation,5.8
Dec-93, Prince Edward Island, Owned accommodation,5.84
Dec-93, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Dec-93, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Dec-93, Nova Scotia, Rented accommodation,7.8
Dec-93, Nova Scotia, Owned accommodation,7.84
Dec-93, Halifax Nova Scotia, Rented accommodation,8.8
Dec-93, Halifax Nova Scotia, Owned accommodation,8.84
Dec-93, New Brunswick, Rented accommodation,9.8
Dec-93, New Brunswick, Owned accommodation,9.84
Dec-93, Saint John New Brunswick, Rented accommodation,10.8
Dec-93, Saint John New Brunswick, Owned accommodation,10.84
Dec-93, Quebec, Rented accommodation,11.8
Dec-93, Quebec, Owned accommodation,11.84
Dec-93, Québec Quebec, Rented accommodation,12.8
Dec-93, Québec Quebec, Owned accommodation,12.84
Dec-93, Montréal Quebec, Rented accommodation,13.8
Dec-93, Montréal Quebec, Owned accommodation,13.84
Dec-93, Ontario, Rented accommodation,14.8
Dec-93, Ontario, Owned accommodation,14.84
Dec-93, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Dec-93, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Dec-93, Toronto Ontario, Rented accommodation,16.8
Dec-93, Toronto Ontario, Owned accommodation,16.84
Dec-93, Thunder Bay Ontario, Rented accommodation,17.8
Dec-93, Thunder Bay Ontario, Owned accommodation,17.84
Dec-93, Manitoba, Rented accommodation,18.8
Dec-93, Manitoba, Owned accommodation,18.84
Dec-93, Winnipeg Manitoba, Rented accommodation,19.8
Dec-93, Winnipeg Manitoba, Owned accommodation,19.84
Dec-93, Saskatchewan, Rented accommodation,20.8
Dec-93, Saskatchewan, Owned accommodation,20.84
Dec-93, Regina Saskatchewan, Rented accommodation,21.8
Dec-93, Regina Saskatchewan, Owned accommodation,21.84
Dec-93, Saskatoon Saskatchewan, Rented accommodation,22.8
Dec-93, Saskatoon Saskatchewan, Owned accommodation,22.84
Dec-93, Alberta, Rented accommodation,23.8
Dec-93, Alberta, Owned accommodation,23.84
Dec-93, Edmonton Alberta, Rented accommodation,24.8
Dec-93, Edmonton Alberta, Owned accommodation,24.84
Dec-93, Calgary Alberta, Rented accommodation,25.8
Dec-93, Calgary Alberta, Owned accommodation,25.84
Dec-93, British Columbia, Rented accommodation,26.8
Dec-93, British Columbia, Owned accommodation,26.84
Dec-93, Vancouver British Columbia, Rented accommodation,27.8
Dec-93, Vancouver British Columbia, Owned accommodation,27.84
Dec-93, Victoria British Columbia, Rented accommodation,28.8
Dec-93, Victoria British Columbia, Owned accommodation,28.84
Jan-94, Canada, Rented accommodation,2.8
Jan-94, Canada, Owned accommodation,2.84
Jan-94, Newfoundland and Labrador, Rented accommodation,3.8
Jan-94, Newfoundland and Labrador, Owned accommodation,3.84
Jan-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jan-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jan-94, Prince Edward Island, Rented accommodation,5.8
Jan-94, Prince Edward Island, Owned accommodation,5.84
Jan-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jan-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jan-94, Nova Scotia, Rented accommodation,7.8
Jan-94, Nova Scotia, Owned accommodation,7.84
Jan-94, Halifax Nova Scotia, Rented accommodation,8.8
Jan-94, Halifax Nova Scotia, Owned accommodation,8.84
Jan-94, New Brunswick, Rented accommodation,9.8
Jan-94, New Brunswick, Owned accommodation,9.84
Jan-94, Saint John New Brunswick, Rented accommodation,10.8
Jan-94, Saint John New Brunswick, Owned accommodation,10.84
Jan-94, Quebec, Rented accommodation,11.8
Jan-94, Quebec, Owned accommodation,11.84
Jan-94, Québec Quebec, Rented accommodation,12.8
Jan-94, Québec Quebec, Owned accommodation,12.84
Jan-94, Montréal Quebec, Rented accommodation,13.8
Jan-94, Montréal Quebec, Owned accommodation,13.84
Jan-94, Ontario, Rented accommodation,14.8
Jan-94, Ontario, Owned accommodation,14.84
Jan-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jan-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jan-94, Toronto Ontario, Rented accommodation,16.8
Jan-94, Toronto Ontario, Owned accommodation,16.84
Jan-94, Thunder Bay Ontario, Rented accommodation,17.8
Jan-94, Thunder Bay Ontario, Owned accommodation,17.84
Jan-94, Manitoba, Rented accommodation,18.8
Jan-94, Manitoba, Owned accommodation,18.84
Jan-94, Winnipeg Manitoba, Rented accommodation,19.8
Jan-94, Winnipeg Manitoba, Owned accommodation,19.84
Jan-94, Saskatchewan, Rented accommodation,20.8
Jan-94, Saskatchewan, Owned accommodation,20.84
Jan-94, Regina Saskatchewan, Rented accommodation,21.8
Jan-94, Regina Saskatchewan, Owned accommodation,21.84
Jan-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Jan-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Jan-94, Alberta, Rented accommodation,23.8
Jan-94, Alberta, Owned accommodation,23.84
Jan-94, Edmonton Alberta, Rented accommodation,24.8
Jan-94, Edmonton Alberta, Owned accommodation,24.84
Jan-94, Calgary Alberta, Rented accommodation,25.8
Jan-94, Calgary Alberta, Owned accommodation,25.84
Jan-94, British Columbia, Rented accommodation,26.8
Jan-94, British Columbia, Owned accommodation,26.84
Jan-94, Vancouver British Columbia, Rented accommodation,27.8
Jan-94, Vancouver British Columbia, Owned accommodation,27.84
Jan-94, Victoria British Columbia, Rented accommodation,28.8
Jan-94, Victoria British Columbia, Owned accommodation,28.84
Feb-94, Canada, Rented accommodation,2.8
Feb-94, Canada, Owned accommodation,2.84
Feb-94, Newfoundland and Labrador, Rented accommodation,3.8
Feb-94, Newfoundland and Labrador, Owned accommodation,3.84
Feb-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Feb-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Feb-94, Prince Edward Island, Rented accommodation,5.8
Feb-94, Prince Edward Island, Owned accommodation,5.84
Feb-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Feb-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Feb-94, Nova Scotia, Rented accommodation,7.8
Feb-94, Nova Scotia, Owned accommodation,7.84
Feb-94, Halifax Nova Scotia, Rented accommodation,8.8
Feb-94, Halifax Nova Scotia, Owned accommodation,8.84
Feb-94, New Brunswick, Rented accommodation,9.8
Feb-94, New Brunswick, Owned accommodation,9.84
Feb-94, Saint John New Brunswick, Rented accommodation,10.8
Feb-94, Saint John New Brunswick, Owned accommodation,10.84
Feb-94, Quebec, Rented accommodation,11.8
Feb-94, Quebec, Owned accommodation,11.84
Feb-94, Québec Quebec, Rented accommodation,12.8
Feb-94, Québec Quebec, Owned accommodation,12.84
Feb-94, Montréal Quebec, Rented accommodation,13.8
Feb-94, Montréal Quebec, Owned accommodation,13.84
Feb-94, Ontario, Rented accommodation,14.8
Feb-94, Ontario, Owned accommodation,14.84
Feb-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Feb-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Feb-94, Toronto Ontario, Rented accommodation,16.8
Feb-94, Toronto Ontario, Owned accommodation,16.84
Feb-94, Thunder Bay Ontario, Rented accommodation,17.8
Feb-94, Thunder Bay Ontario, Owned accommodation,17.84
Feb-94, Manitoba, Rented accommodation,18.8
Feb-94, Manitoba, Owned accommodation,18.84
Feb-94, Winnipeg Manitoba, Rented accommodation,19.8
Feb-94, Winnipeg Manitoba, Owned accommodation,19.84
Feb-94, Saskatchewan, Rented accommodation,20.8
Feb-94, Saskatchewan, Owned accommodation,20.84
Feb-94, Regina Saskatchewan, Rented accommodation,21.8
Feb-94, Regina Saskatchewan, Owned accommodation,21.84
Feb-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Feb-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Feb-94, Alberta, Rented accommodation,23.8
Feb-94, Alberta, Owned accommodation,23.84
Feb-94, Edmonton Alberta, Rented accommodation,24.8
Feb-94, Edmonton Alberta, Owned accommodation,24.84
Feb-94, Calgary Alberta, Rented accommodation,25.8
Feb-94, Calgary Alberta, Owned accommodation,25.84
Feb-94, British Columbia, Rented accommodation,26.8
Feb-94, British Columbia, Owned accommodation,26.84
Feb-94, Vancouver British Columbia, Rented accommodation,27.8
Feb-94, Vancouver British Columbia, Owned accommodation,27.84
Feb-94, Victoria British Columbia, Rented accommodation,28.8
Feb-94, Victoria British Columbia, Owned accommodation,28.84
Mar-94, Canada, Rented accommodation,2.8
Mar-94, Canada, Owned accommodation,2.84
Mar-94, Newfoundland and Labrador, Rented accommodation,3.8
Mar-94, Newfoundland and Labrador, Owned accommodation,3.84
Mar-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Mar-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Mar-94, Prince Edward Island, Rented accommodation,5.8
Mar-94, Prince Edward Island, Owned accommodation,5.84
Mar-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Mar-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Mar-94, Nova Scotia, Rented accommodation,7.8
Mar-94, Nova Scotia, Owned accommodation,7.84
Mar-94, Halifax Nova Scotia, Rented accommodation,8.8
Mar-94, Halifax Nova Scotia, Owned accommodation,8.84
Mar-94, New Brunswick, Rented accommodation,9.8
Mar-94, New Brunswick, Owned accommodation,9.84
Mar-94, Saint John New Brunswick, Rented accommodation,10.8
Mar-94, Saint John New Brunswick, Owned accommodation,10.84
Mar-94, Quebec, Rented accommodation,11.8
Mar-94, Quebec, Owned accommodation,11.84
Mar-94, Québec Quebec, Rented accommodation,12.8
Mar-94, Québec Quebec, Owned accommodation,12.84
Mar-94, Montréal Quebec, Rented accommodation,13.8
Mar-94, Montréal Quebec, Owned accommodation,13.84
Mar-94, Ontario, Rented accommodation,14.8
Mar-94, Ontario, Owned accommodation,14.84
Mar-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Mar-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Mar-94, Toronto Ontario, Rented accommodation,16.8
Mar-94, Toronto Ontario, Owned accommodation,16.84
Mar-94, Thunder Bay Ontario, Rented accommodation,17.8
Mar-94, Thunder Bay Ontario, Owned accommodation,17.84
Mar-94, Manitoba, Rented accommodation,18.8
Mar-94, Manitoba, Owned accommodation,18.84
Mar-94, Winnipeg Manitoba, Rented accommodation,19.8
Mar-94, Winnipeg Manitoba, Owned accommodation,19.84
Mar-94, Saskatchewan, Rented accommodation,20.8
Mar-94, Saskatchewan, Owned accommodation,20.84
Mar-94, Regina Saskatchewan, Rented accommodation,21.8
Mar-94, Regina Saskatchewan, Owned accommodation,21.84
Mar-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Mar-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Mar-94, Alberta, Rented accommodation,23.8
Mar-94, Alberta, Owned accommodation,23.84
Mar-94, Edmonton Alberta, Rented accommodation,24.8
Mar-94, Edmonton Alberta, Owned accommodation,24.84
Mar-94, Calgary Alberta, Rented accommodation,25.8
Mar-94, Calgary Alberta, Owned accommodation,25.84
Mar-94, British Columbia, Rented accommodation,26.8
Mar-94, British Columbia, Owned accommodation,26.84
Mar-94, Vancouver British Columbia, Rented accommodation,27.8
Mar-94, Vancouver British Columbia, Owned accommodation,27.84
Mar-94, Victoria British Columbia, Rented accommodation,28.8
Mar-94, Victoria British Columbia, Owned accommodation,28.84
Apr-94, Canada, Rented accommodation,2.8
Apr-94, Canada, Owned accommodation,2.84
Apr-94, Newfoundland and Labrador, Rented accommodation,3.8
Apr-94, Newfoundland and Labrador, Owned accommodation,3.84
Apr-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Apr-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Apr-94, Prince Edward Island, Rented accommodation,5.8
Apr-94, Prince Edward Island, Owned accommodation,5.84
Apr-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Apr-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Apr-94, Nova Scotia, Rented accommodation,7.8
Apr-94, Nova Scotia, Owned accommodation,7.84
Apr-94, Halifax Nova Scotia, Rented accommodation,8.8
Apr-94, Halifax Nova Scotia, Owned accommodation,8.84
Apr-94, New Brunswick, Rented accommodation,9.8
Apr-94, New Brunswick, Owned accommodation,9.84
Apr-94, Saint John New Brunswick, Rented accommodation,10.8
Apr-94, Saint John New Brunswick, Owned accommodation,10.84
Apr-94, Quebec, Rented accommodation,11.8
Apr-94, Quebec, Owned accommodation,11.84
Apr-94, Québec Quebec, Rented accommodation,12.8
Apr-94, Québec Quebec, Owned accommodation,12.84
Apr-94, Montréal Quebec, Rented accommodation,13.8
Apr-94, Montréal Quebec, Owned accommodation,13.84
Apr-94, Ontario, Rented accommodation,14.8
Apr-94, Ontario, Owned accommodation,14.84
Apr-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Apr-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Apr-94, Toronto Ontario, Rented accommodation,16.8
Apr-94, Toronto Ontario, Owned accommodation,16.84
Apr-94, Thunder Bay Ontario, Rented accommodation,17.8
Apr-94, Thunder Bay Ontario, Owned accommodation,17.84
Apr-94, Manitoba, Rented accommodation,18.8
Apr-94, Manitoba, Owned accommodation,18.84
Apr-94, Winnipeg Manitoba, Rented accommodation,19.8
Apr-94, Winnipeg Manitoba, Owned accommodation,19.84
Apr-94, Saskatchewan, Rented accommodation,20.8
Apr-94, Saskatchewan, Owned accommodation,20.84
Apr-94, Regina Saskatchewan, Rented accommodation,21.8
Apr-94, Regina Saskatchewan, Owned accommodation,21.84
Apr-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Apr-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Apr-94, Alberta, Rented accommodation,23.8
Apr-94, Alberta, Owned accommodation,23.84
Apr-94, Edmonton Alberta, Rented accommodation,24.8
Apr-94, Edmonton Alberta, Owned accommodation,24.84
Apr-94, Calgary Alberta, Rented accommodation,25.8
Apr-94, Calgary Alberta, Owned accommodation,25.84
Apr-94, British Columbia, Rented accommodation,26.8
Apr-94, British Columbia, Owned accommodation,26.84
Apr-94, Vancouver British Columbia, Rented accommodation,27.8
Apr-94, Vancouver British Columbia, Owned accommodation,27.84
Apr-94, Victoria British Columbia, Rented accommodation,28.8
Apr-94, Victoria British Columbia, Owned accommodation,28.84
May-94, Canada, Rented accommodation,2.8
May-94, Canada, Owned accommodation,2.84
May-94, Newfoundland and Labrador, Rented accommodation,3.8
May-94, Newfoundland and Labrador, Owned accommodation,3.84
May-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
May-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
May-94, Prince Edward Island, Rented accommodation,5.8
May-94, Prince Edward Island, Owned accommodation,5.84
May-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
May-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
May-94, Nova Scotia, Rented accommodation,7.8
May-94, Nova Scotia, Owned accommodation,7.84
May-94, Halifax Nova Scotia, Rented accommodation,8.8
May-94, Halifax Nova Scotia, Owned accommodation,8.84
May-94, New Brunswick, Rented accommodation,9.8
May-94, New Brunswick, Owned accommodation,9.84
May-94, Saint John New Brunswick, Rented accommodation,10.8
May-94, Saint John New Brunswick, Owned accommodation,10.84
May-94, Quebec, Rented accommodation,11.8
May-94, Quebec, Owned accommodation,11.84
May-94, Québec Quebec, Rented accommodation,12.8
May-94, Québec Quebec, Owned accommodation,12.84
May-94, Montréal Quebec, Rented accommodation,13.8
May-94, Montréal Quebec, Owned accommodation,13.84
May-94, Ontario, Rented accommodation,14.8
May-94, Ontario, Owned accommodation,14.84
May-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
May-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
May-94, Toronto Ontario, Rented accommodation,16.8
May-94, Toronto Ontario, Owned accommodation,16.84
May-94, Thunder Bay Ontario, Rented accommodation,17.8
May-94, Thunder Bay Ontario, Owned accommodation,17.84
May-94, Manitoba, Rented accommodation,18.8
May-94, Manitoba, Owned accommodation,18.84
May-94, Winnipeg Manitoba, Rented accommodation,19.8
May-94, Winnipeg Manitoba, Owned accommodation,19.84
May-94, Saskatchewan, Rented accommodation,20.8
May-94, Saskatchewan, Owned accommodation,20.84
May-94, Regina Saskatchewan, Rented accommodation,21.8
May-94, Regina Saskatchewan, Owned accommodation,21.84
May-94, Saskatoon Saskatchewan, Rented accommodation,22.8
May-94, Saskatoon Saskatchewan, Owned accommodation,22.84
May-94, Alberta, Rented accommodation,23.8
May-94, Alberta, Owned accommodation,23.84
May-94, Edmonton Alberta, Rented accommodation,24.8
May-94, Edmonton Alberta, Owned accommodation,24.84
May-94, Calgary Alberta, Rented accommodation,25.8
May-94, Calgary Alberta, Owned accommodation,25.84
May-94, British Columbia, Rented accommodation,26.8
May-94, British Columbia, Owned accommodation,26.84
May-94, Vancouver British Columbia, Rented accommodation,27.8
May-94, Vancouver British Columbia, Owned accommodation,27.84
May-94, Victoria British Columbia, Rented accommodation,28.8
May-94, Victoria British Columbia, Owned accommodation,28.84
Jun-94, Canada, Rented accommodation,2.8
Jun-94, Canada, Owned accommodation,2.84
Jun-94, Newfoundland and Labrador, Rented accommodation,3.8
Jun-94, Newfoundland and Labrador, Owned accommodation,3.84
Jun-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jun-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jun-94, Prince Edward Island, Rented accommodation,5.8
Jun-94, Prince Edward Island, Owned accommodation,5.84
Jun-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jun-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jun-94, Nova Scotia, Rented accommodation,7.8
Jun-94, Nova Scotia, Owned accommodation,7.84
Jun-94, Halifax Nova Scotia, Rented accommodation,8.8
Jun-94, Halifax Nova Scotia, Owned accommodation,8.84
Jun-94, New Brunswick, Rented accommodation,9.8
Jun-94, New Brunswick, Owned accommodation,9.84
Jun-94, Saint John New Brunswick, Rented accommodation,10.8
Jun-94, Saint John New Brunswick, Owned accommodation,10.84
Jun-94, Quebec, Rented accommodation,11.8
Jun-94, Quebec, Owned accommodation,11.84
Jun-94, Québec Quebec, Rented accommodation,12.8
Jun-94, Québec Quebec, Owned accommodation,12.84
Jun-94, Montréal Quebec, Rented accommodation,13.8
Jun-94, Montréal Quebec, Owned accommodation,13.84
Jun-94, Ontario, Rented accommodation,14.8
Jun-94, Ontario, Owned accommodation,14.84
Jun-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jun-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jun-94, Toronto Ontario, Rented accommodation,16.8
Jun-94, Toronto Ontario, Owned accommodation,16.84
Jun-94, Thunder Bay Ontario, Rented accommodation,17.8
Jun-94, Thunder Bay Ontario, Owned accommodation,17.84
Jun-94, Manitoba, Rented accommodation,18.8
Jun-94, Manitoba, Owned accommodation,18.84
Jun-94, Winnipeg Manitoba, Rented accommodation,19.8
Jun-94, Winnipeg Manitoba, Owned accommodation,19.84
Jun-94, Saskatchewan, Rented accommodation,20.8
Jun-94, Saskatchewan, Owned accommodation,20.84
Jun-94, Regina Saskatchewan, Rented accommodation,21.8
Jun-94, Regina Saskatchewan, Owned accommodation,21.84
Jun-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Jun-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Jun-94, Alberta, Rented accommodation,23.8
Jun-94, Alberta, Owned accommodation,23.84
Jun-94, Edmonton Alberta, Rented accommodation,24.8
Jun-94, Edmonton Alberta, Owned accommodation,24.84
Jun-94, Calgary Alberta, Rented accommodation,25.8
Jun-94, Calgary Alberta, Owned accommodation,25.84
Jun-94, British Columbia, Rented accommodation,26.8
Jun-94, British Columbia, Owned accommodation,26.84
Jun-94, Vancouver British Columbia, Rented accommodation,27.8
Jun-94, Vancouver British Columbia, Owned accommodation,27.84
Jun-94, Victoria British Columbia, Rented accommodation,28.8
Jun-94, Victoria British Columbia, Owned accommodation,28.84
Jul-94, Canada, Rented accommodation,2.8
Jul-94, Canada, Owned accommodation,2.84
Jul-94, Newfoundland and Labrador, Rented accommodation,3.8
Jul-94, Newfoundland and Labrador, Owned accommodation,3.84
Jul-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jul-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jul-94, Prince Edward Island, Rented accommodation,5.8
Jul-94, Prince Edward Island, Owned accommodation,5.84
Jul-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jul-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jul-94, Nova Scotia, Rented accommodation,7.8
Jul-94, Nova Scotia, Owned accommodation,7.84
Jul-94, Halifax Nova Scotia, Rented accommodation,8.8
Jul-94, Halifax Nova Scotia, Owned accommodation,8.84
Jul-94, New Brunswick, Rented accommodation,9.8
Jul-94, New Brunswick, Owned accommodation,9.84
Jul-94, Saint John New Brunswick, Rented accommodation,10.8
Jul-94, Saint John New Brunswick, Owned accommodation,10.84
Jul-94, Quebec, Rented accommodation,11.8
Jul-94, Quebec, Owned accommodation,11.84
Jul-94, Québec Quebec, Rented accommodation,12.8
Jul-94, Québec Quebec, Owned accommodation,12.84
Jul-94, Montréal Quebec, Rented accommodation,13.8
Jul-94, Montréal Quebec, Owned accommodation,13.84
Jul-94, Ontario, Rented accommodation,14.8
Jul-94, Ontario, Owned accommodation,14.84
Jul-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jul-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jul-94, Toronto Ontario, Rented accommodation,16.8
Jul-94, Toronto Ontario, Owned accommodation,16.84
Jul-94, Thunder Bay Ontario, Rented accommodation,17.8
Jul-94, Thunder Bay Ontario, Owned accommodation,17.84
Jul-94, Manitoba, Rented accommodation,18.8
Jul-94, Manitoba, Owned accommodation,18.84
Jul-94, Winnipeg Manitoba, Rented accommodation,19.8
Jul-94, Winnipeg Manitoba, Owned accommodation,19.84
Jul-94, Saskatchewan, Rented accommodation,20.8
Jul-94, Saskatchewan, Owned accommodation,20.84
Jul-94, Regina Saskatchewan, Rented accommodation,21.8
Jul-94, Regina Saskatchewan, Owned accommodation,21.84
Jul-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Jul-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Jul-94, Alberta, Rented accommodation,23.8
Jul-94, Alberta, Owned accommodation,23.84
Jul-94, Edmonton Alberta, Rented accommodation,24.8
Jul-94, Edmonton Alberta, Owned accommodation,24.84
Jul-94, Calgary Alberta, Rented accommodation,25.8
Jul-94, Calgary Alberta, Owned accommodation,25.84
Jul-94, British Columbia, Rented accommodation,26.8
Jul-94, British Columbia, Owned accommodation,26.84
Jul-94, Vancouver British Columbia, Rented accommodation,27.8
Jul-94, Vancouver British Columbia, Owned accommodation,27.84
Jul-94, Victoria British Columbia, Rented accommodation,28.8
Jul-94, Victoria British Columbia, Owned accommodation,28.84
Aug-94, Canada, Rented accommodation,2.8
Aug-94, Canada, Owned accommodation,2.84
Aug-94, Newfoundland and Labrador, Rented accommodation,3.8
Aug-94, Newfoundland and Labrador, Owned accommodation,3.84
Aug-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Aug-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Aug-94, Prince Edward Island, Rented accommodation,5.8
Aug-94, Prince Edward Island, Owned accommodation,5.84
Aug-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Aug-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Aug-94, Nova Scotia, Rented accommodation,7.8
Aug-94, Nova Scotia, Owned accommodation,7.84
Aug-94, Halifax Nova Scotia, Rented accommodation,8.8
Aug-94, Halifax Nova Scotia, Owned accommodation,8.84
Aug-94, New Brunswick, Rented accommodation,9.8
Aug-94, New Brunswick, Owned accommodation,9.84
Aug-94, Saint John New Brunswick, Rented accommodation,10.8
Aug-94, Saint John New Brunswick, Owned accommodation,10.84
Aug-94, Quebec, Rented accommodation,11.8
Aug-94, Quebec, Owned accommodation,11.84
Aug-94, Québec Quebec, Rented accommodation,12.8
Aug-94, Québec Quebec, Owned accommodation,12.84
Aug-94, Montréal Quebec, Rented accommodation,13.8
